step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,orig_bal_diff,dest_bal_diff,orig_ratio,dest_ratio
94,CASH_OUT,460635.82,C1563063305,460635.82,0.0,C262427288,544728.69,1005364.51,1,460635.82,-460635.82000000007,0.0,1.8456243051930707
94,TRANSFER,2393539.65,C211205523,2393539.65,0.0,C1430994246,0.0,0.0,1,2393539.65,0.0,0.0,0.0
94,CASH_OUT,2393539.65,C1767333284,2393539.65,0.0,C610460069,5157128.07,7550667.73,1,2393539.65,-2393539.66,0.0,1.4641225944966663
94,TRANSFER,445257.43,C1313587911,445257.43,0.0,C1637506717,0.0,0.0,1,445257.43,0.0,0.0,0.0
94,CASH_OUT,445257.43,C1527777491,445257.43,0.0,C1215602275,0.0,445257.43,1,445257.43,-445257.43,0.0,44525743000000.0
94,TRANSFER,363378.75,C998593582,363378.75,0.0,C855256022,0.0,0.0,1,363378.75,0.0,0.0,0.0
94,CASH_OUT,363378.75,C1736832400,363378.75,0.0,C2124923090,3609871.44,3973250.18,1,363378.75,-363378.7400000002,0.0,1.100662515560385
95,TRANSFER,655676.97,C428343058,655676.97,0.0,C1518840126,0.0,0.0,1,655676.97,0.0,0.0,0.0
95,CASH_OUT,655676.97,C1072220674,655676.97,0.0,C2110200242,53614.28,709291.25,1,655676.97,-655676.97,0.0,13.229521127577723
95,TRANSFER,56745.14,C872526349,56745.14,0.0,C1824885183,0.0,0.0,1,56745.14,0.0,0.0,0.0
95,CASH_OUT,56745.14,C526144262,56745.14,0.0,C79051264,51433.88,108179.02,1,56745.14,-56745.14000000001,0.0,2.103263840876461
95,TRANSFER,33676.59,C732111322,33676.59,0.0,C1140210295,0.0,0.0,1,33676.59,0.0,0.0,0.0
95,CASH_OUT,33676.59,C1000086512,33676.59,0.0,C1759363094,0.0,33676.59,1,33676.59,-33676.59,0.0,3367658999999.9995
95,TRANSFER,87999.25,C927181710,87999.25,0.0,C757947873,0.0,0.0,1,87999.25,0.0,0.0,0.0
95,CASH_OUT,87999.25,C409531429,87999.25,0.0,C1827219533,0.0,87999.25,1,87999.25,-87999.25,0.0,8799925000000.0
1,PAYMENT,9839.64,C1231006815,170136.0,160296.36,M1979787155,0.0,0.0,0,9839.640000000014,0.0,0.9421660318803226,0.0
1,PAYMENT,1864.28,C1666544295,21249.0,19384.72,M2044282225,0.0,0.0,0,1864.2799999999988,0.0,0.9122650477665244,0.0
1,PAYMENT,11668.14,C2048537720,41554.0,29885.86,M1230701703,0.0,0.0,0,11668.14,0.0,0.7192053713238873,0.0
1,PAYMENT,7817.71,C90045638,53860.0,46042.29,M573487274,0.0,0.0,0,7817.709999999999,0.0,0.8548512810989872,0.0
1,PAYMENT,7107.77,C154988899,183195.0,176087.23,M408069119,0.0,0.0,0,7107.7699999999895,0.0,0.9612010698981435,0.0
1,PAYMENT,7861.64,C1912850431,176087.23,168225.59,M633326333,0.0,0.0,0,7861.640000000014,0.0,0.9553537187221948,0.0
1,PAYMENT,4024.36,C1265012928,2671.0,0.0,M1176932104,0.0,0.0,0,2671.0,0.0,0.0,0.0
1,DEBIT,5337.77,C712410124,41720.0,36382.23,C195600860,41898.0,40348.79,0,5337.769999999997,1549.2099999999991,0.8720572866728495,0.9630242493672818
1,DEBIT,9644.94,C1900366749,4465.0,0.0,C997608398,10845.0,157982.12,0,4465.0,-147137.12,0.0,14.567277086201411
1,PAYMENT,3099.97,C249177573,20771.0,17671.03,M2096539129,0.0,0.0,0,3099.970000000001,0.0,0.8507548986563714,0.0
1,PAYMENT,2560.74,C1648232591,5070.0,2509.26,M972865270,0.0,0.0,0,2560.74,0.0,0.4949230769221008,0.0
1,PAYMENT,11633.76,C1716932897,10127.0,0.0,M801569151,0.0,0.0,0,10127.0,0.0,0.0,0.0
1,PAYMENT,4098.78,C1026483832,503264.0,499165.22,M1635378213,0.0,0.0,0,4098.780000000028,0.0,0.9918556066000946,0.0
1,CASH_OUT,229133.94,C905080434,15325.0,0.0,C476402209,5083.0,51513.44,0,15325.0,-46430.44,0.0,10.134456029883664
1,PAYMENT,1563.82,C761750706,450.0,0.0,M1731217984,0.0,0.0,0,450.0,0.0,0.0,0.0
1,PAYMENT,1157.86,C1237762639,21156.0,19998.14,M1877062907,0.0,0.0,0,1157.8600000000006,0.0,0.9452703724707197,0.0
1,PAYMENT,671.64,C2033524545,15123.0,14451.36,M473053293,0.0,0.0,0,671.6399999999994,0.0,0.9555881769483862,0.0
1,TRANSFER,215310.3,C1670993182,705.0,0.0,C1100439041,22425.0,0.0,0,705.0,22425.0,0.0,0.0
1,PAYMENT,1373.43,C20804602,13854.0,12480.57,M1344519051,0.0,0.0,0,1373.4300000000003,0.0,0.9008640103934596,0.0
1,DEBIT,9302.79,C1566511282,11299.0,1996.21,C1973538135,29832.0,16896.7,0,9302.79,12935.3,0.1766713868482373,0.5663951461515935
1,DEBIT,1065.41,C1959239586,1817.0,751.59,C515132998,10330.0,0.0,0,1065.4099999999999,10330.0,0.41364336818704656,0.0
1,PAYMENT,3876.41,C504336483,67852.0,63975.59,M1404932042,0.0,0.0,0,3876.4100000000035,0.0,0.9428696280137736,0.0
1,TRANSFER,311685.89,C1984094095,10835.0,0.0,C932583850,6267.0,2719172.89,0,10835.0,-2712905.89,0.0,433.8874884307741
1,PAYMENT,6061.13,C1043358826,443.0,0.0,M1558079303,0.0,0.0,0,443.0,0.0,0.0,0.0
1,PAYMENT,9478.39,C1671590089,116494.0,107015.61,M58488213,0.0,0.0,0,9478.39,0.0,0.9186362387761672,0.0
1,PAYMENT,8009.09,C1053967012,10968.0,2958.91,M295304806,0.0,0.0,0,8009.09,0.0,0.2697766229027445,0.0
1,PAYMENT,8901.99,C1632497828,2958.91,0.0,M33419717,0.0,0.0,0,2958.91,0.0,0.0,0.0
1,PAYMENT,9920.52,C764826684,0.0,0.0,M1940055334,0.0,0.0,0,0.0,0.0,0.0,0.0
1,PAYMENT,3448.92,C2103763750,0.0,0.0,M335107734,0.0,0.0,0,0.0,0.0,0.0,0.0
1,PAYMENT,4206.84,C215078753,0.0,0.0,M1757317128,0.0,0.0,0,0.0,0.0,0.0,0.0
1,PAYMENT,5885.56,C840514538,0.0,0.0,M1804441305,0.0,0.0,0,0.0,0.0,0.0,0.0
1,PAYMENT,5307.88,C1768242710,0.0,0.0,M1971783162,0.0,0.0,0,0.0,0.0,0.0,0.0
1,PAYMENT,5031.22,C247113419,0.0,0.0,M151442075,0.0,0.0,0,0.0,0.0,0.0,0.0
1,PAYMENT,24213.67,C1238616099,0.0,0.0,M70695990,0.0,0.0,0,0.0,0.0,0.0,0.0
1,PAYMENT,8603.42,C1608633989,253.0,0.0,M1615617512,0.0,0.0,0,253.0,0.0,0.0,0.0
1,PAYMENT,2791.42,C923341586,300481.0,297689.58,M107994825,0.0,0.0,0,2791.4199999999837,0.0,0.9907101613745631,0.0
1,PAYMENT,7413.54,C1470868839,297689.58,290276.03,M1426725223,0.0,0.0,0,7413.549999999988,0.0,0.975096373880437,0.0
1,PAYMENT,3295.19,C711197015,233633.0,230337.81,M1384454980,0.0,0.0,0,3295.1900000000023,0.0,0.9858958708743634,0.0
1,PAYMENT,1684.81,C1481594086,297.0,0.0,M1569435561,0.0,0.0,0,297.0,0.0,0.0,0.0
1,DEBIT,5758.59,C1466917878,32604.0,26845.41,C1297685781,209699.0,16997.22,0,5758.59,192701.78,0.8233778064038696,0.08105532215222386
1,CASH_OUT,110414.71,C768216420,26845.41,0.0,C1509514333,288800.0,2415.16,0,26845.41,286384.84,0.0,0.008362742382271178
1,PAYMENT,7823.46,C260084831,998.0,0.0,M267814113,0.0,0.0,0,998.0,0.0,0.0,0.0
1,PAYMENT,5086.48,C598357562,0.0,0.0,M1593224710,0.0,0.0,0,0.0,0.0,0.0,0.0
1,PAYMENT,5281.48,C1440738283,152019.0,146737.52,M1849015357,0.0,0.0,0,5281.4800000000105,0.0,0.9652577638320889,0.0
1,PAYMENT,13875.98,C484199463,15818.0,1942.02,M2008106788,0.0,0.0,0,13875.98,0.0,0.1227727904917671,0.0
1,CASH_OUT,56953.9,C1570470538,1942.02,0.0,C824009085,70253.0,64106.18,0,1942.02,6146.82,0.0,0.9125045193798255
1,CASH_OUT,5346.89,C512549200,0.0,0.0,C248609774,652637.0,6453430.91,0,0.0,-5800793.91,0.0,9.888239419462735
1,PAYMENT,2204.04,C1615801298,586.0,0.0,M490391704,0.0,0.0,0,586.0,0.0,0.0,0.0
1,PAYMENT,2641.47,C460570271,23053.0,20411.53,M1653361344,0.0,0.0,0,2641.470000000001,0.0,0.8854175161580334,0.0
1,CASH_OUT,23261.3,C2072313080,20411.53,0.0,C2001112025,25742.0,0.0,0,20411.53,25742.0,0.0,0.0
1,PAYMENT,2330.64,C816944408,203543.0,201212.36,M909132503,0.0,0.0,0,2330.640000000014,0.0,0.9885496430729138,0.0
1,PAYMENT,1614.64,C912966811,41276.0,39661.36,M1792384402,0.0,0.0,0,1614.6399999999994,0.0,0.9608818683978678,0.0
1,PAYMENT,9164.71,C1458621573,47235.77,38071.06,M1658980982,0.0,0.0,0,9164.71,0.0,0.8059794515891652,0.0
1,PAYMENT,2970.97,C46941357,38071.06,35100.09,M1152606315,0.0,0.0,0,2970.970000000001,0.0,0.9219625090551926,0.0
1,PAYMENT,38.66,C343345308,16174.0,16135.34,M1714688478,0.0,0.0,0,38.659999999999854,0.0,0.9976097440330174,0.0
1,PAYMENT,2252.44,C104716441,1627.0,0.0,M1506951181,0.0,0.0,0,1627.0,0.0,0.0,0.0
1,TRANSFER,62610.8,C1976401987,79114.0,16503.2,C1937962514,517.0,8383.29,0,62610.8,-7866.290000000001,0.2086002477437358,16.215261121543225
1,DEBIT,5529.13,C867288517,8547.0,3017.87,C242131142,10206.0,0.0,0,5529.13,10206.0,0.3530911430907299,0.0
1,CASH_OUT,82940.31,C1528834618,3017.87,0.0,C476800120,132372.0,49864.36,0,3017.87,82507.64,0.0,0.37669869760973795
1,DEBIT,4510.22,C280615803,10256.0,5745.78,C1254526270,10697.0,0.0,0,4510.22,10697.0,0.5602359594378312,0.0
1,DEBIT,8727.74,C166694583,882770.0,874042.26,C1129670968,12636.0,0.0,0,8727.73999999999,12636.0,0.9901132344778256,0.0
1,PAYMENT,2599.46,C885910946,874042.26,871442.79,M1860591867,0.0,0.0,0,2599.469999999972,0.0,0.9970259218358504,0.0
1,DEBIT,4874.49,C811207775,153.0,0.0,C1971489295,253104.0,0.0,0,153.0,253104.0,0.0,0.0
1,PAYMENT,6440.78,C1161148117,2192.0,0.0,M516875052,0.0,0.0,0,2192.0,0.0,0.0,0.0
1,PAYMENT,4910.14,C1131592118,41551.0,36640.86,M589987187,0.0,0.0,0,4910.139999999999,0.0,0.8818285961827919,0.0
1,PAYMENT,6444.64,C1262609629,12019.0,5574.36,M587180314,0.0,0.0,0,6444.64,0.0,0.4637956568762261,0.0
1,DEBIT,5149.66,C1955990522,4782.0,0.0,C1330106945,52752.0,24044.18,0,4782.0,28707.82,0.0,0.4557965574764074
1,PAYMENT,7292.16,C69673470,216827.0,209534.84,M1082411691,0.0,0.0,0,7292.1600000000035,0.0,0.9663687640376444,0.0
1,CASH_OUT,47458.86,C527211736,209534.84,162075.98,C2096057945,52120.0,0.0,0,47458.859999999986,52120.0,0.7735037285445813,0.0
1,CASH_OUT,136872.92,C1533123860,162075.98,25203.05,C766572210,217806.0,0.0,0,136872.93000000002,217806.0,0.1555014506159299,0.0
1,CASH_OUT,94253.33,C1718906711,25203.05,0.0,C977993101,99773.0,965870.05,0,25203.05,-866097.05,0.0,9.680675633687503
1,PAYMENT,2998.04,C71802912,12030.0,9031.96,M2134271532,0.0,0.0,0,2998.040000000001,0.0,0.7507863674141722,0.0
1,PAYMENT,3454.08,C686349795,9031.96,5577.88,M1831010686,0.0,0.0,0,3454.079999999999,0.0,0.6175713798548514,0.0
1,PAYMENT,4316.2,C1423768154,10999.0,6682.8,M404222443,0.0,0.0,0,4316.2,0.0,0.6075825075001294,0.0
1,PAYMENT,2131.84,C1987977423,224.0,0.0,M61073295,0.0,0.0,0,224.0,0.0,0.0,0.0
1,PAYMENT,12986.61,C807322507,23350.0,10363.39,M396485834,0.0,0.0,0,12986.61,0.0,0.44382826552443516,0.0
1,TRANSFER,42712.39,C283039401,10363.39,0.0,C1330106945,57901.66,24044.18,0,10363.39,33857.48,0.0,0.41525890622126976
1,TRANSFER,77957.68,C207471778,0.0,0.0,C1761291320,94900.0,22233.65,0,0.0,72666.35,0.0,0.23428503688090263
1,TRANSFER,17231.46,C1243171897,0.0,0.0,C783286238,24672.0,0.0,0,0.0,24672.0,0.0,0.0
1,TRANSFER,78766.03,C1376151044,0.0,0.0,C1749186397,103772.0,277515.05,0,0.0,-173743.05,0.0,2.6742767798632894
1,TRANSFER,224606.64,C873175411,0.0,0.0,C766572210,354678.92,0.0,0,0.0,354678.92,0.0,0.0
1,TRANSFER,125872.53,C1443967876,0.0,0.0,C392292416,348512.0,3420103.09,0,0.0,-3071591.09,0.0,9.81344427164603
1,TRANSFER,379856.23,C1449772539,0.0,0.0,C1590550415,900180.0,19200000.0,0,0.0,-18299820.0,0.0,21.32906751982913
1,TRANSFER,1505626.01,C926859124,0.0,0.0,C665576141,29031.0,5515763.34,0,0.0,-5486732.34,0.0,189.99563707754123
1,TRANSFER,554026.99,C1603696865,0.0,0.0,C766572210,579285.56,0.0,0,0.0,579285.56,0.0,0.0
1,TRANSFER,147543.1,C12905860,0.0,0.0,C1359044626,223220.0,16518.36,0,0.0,206701.64,0.0,0.07400035839082188
1,TRANSFER,761507.39,C412788346,0.0,0.0,C1590550415,1280036.23,19200000.0,0,0.0,-17919963.77,0.0,14.999575441704373
1,TRANSFER,1429051.47,C1520267010,0.0,0.0,C1590550415,2041543.62,19200000.0,0,0.0,-17158456.38,0.0,9.404648429701396
1,TRANSFER,358831.92,C908084672,0.0,0.0,C392292416,474384.53,3420103.09,0,0.0,-2945718.5599999996,0.0,7.2095586464422174
1,TRANSFER,367768.4,C288306765,0.0,0.0,C1359044626,370763.1,16518.36,0,0.0,354244.74,0.0,0.044552330045788145
1,TRANSFER,209711.11,C1556867940,0.0,0.0,C1509514333,399214.71,2415.16,0,0.0,396799.55000000005,0.0,0.006049777073595157
1,TRANSFER,583848.46,C1839168128,0.0,0.0,C1286084959,667778.0,2107778.11,0,0.0,-1440000.1099999999,0.0,3.156405437136246
1,TRANSFER,1724887.05,C1495608502,0.0,0.0,C1590550415,3470595.1,19200000.0,0,0.0,-15729404.9,0.0,5.532192447341364
1,TRANSFER,710544.77,C835773569,0.0,0.0,C1359044626,738531.5,16518.36,0,0.0,722013.14,0.0,0.02236649350772415
1,TRANSFER,581294.26,C843299092,0.0,0.0,C1590550415,5195482.15,19200000.0,0,0.0,-14004517.85,0.0,3.6955184226742
1,TRANSFER,11996.58,C605982374,0.0,0.0,C1225616405,40255.0,0.0,0,0.0,40255.0,0.0,0.0
1,PAYMENT,2875.1,C1412322831,15443.0,12567.9,M1651262695,0.0,0.0,0,2875.1000000000004,0.0,0.8138250339954581,0.0
1,PAYMENT,8586.98,C1305004711,3763.0,0.0,M494077446,0.0,0.0,0,3763.0,0.0,0.0,0.0
1,PAYMENT,871.75,C1003206025,19869.0,18997.25,M989889899,0.0,0.0,0,871.75,0.0,0.9561251195324595,0.0
1,PAYMENT,1035.36,C806813022,71636.0,70600.64,M902860396,0.0,0.0,0,1035.3600000000006,0.0,0.9855469317101757,0.0
1,PAYMENT,1063.53,C1406206626,83084.0,82020.47,M1816522350,0.0,0.0,0,1063.5299999999988,0.0,0.9871993404264375,0.0
1,PAYMENT,1019.9,C1799230133,204237.0,203217.1,M1521238608,0.0,0.0,0,1019.8999999999942,0.0,0.9950062917100724,0.0
1,PAYMENT,4059.38,C20156341,26304.0,22244.62,M1111897955,0.0,0.0,0,4059.380000000001,0.0,0.8456744221407977,0.0
1,PAYMENT,1876.44,C1509309988,182.0,0.0,M1643141512,0.0,0.0,0,182.0,0.0,0.0,0.0
1,CASH_OUT,28404.6,C2091072548,0.0,0.0,C1282788025,51744.0,0.0,0,0.0,51744.0,0.0,0.0
1,CASH_OUT,75405.1,C263053820,0.0,0.0,C1870252780,104209.0,46462.23,0,0.0,57746.77,0.0,0.44585621203538606
1,CASH_OUT,50101.88,C1740826931,0.0,0.0,C97730845,67684.0,9940339.29,0,0.0,-9872655.29,0.0,146.86394554102196
1,CASH_OUT,14121.82,C69062746,0.0,0.0,C100555887,52679.0,10963.66,0,0.0,41715.34,0.0,0.20812202205808614
1,CASH_OUT,78292.91,C1631227617,0.0,0.0,C1983747920,121112.0,95508.95,0,0.0,25603.050000000003,0.0,0.7886002212827145
1,CASH_OUT,176149.9,C24650043,0.0,0.0,C736709391,259813.0,46820.71,0,0.0,212992.29,0.0,0.18020926589507913
1,CASH_OUT,212228.35,C1896074070,0.0,0.0,C401424608,429747.0,1178808.14,0,0.0,-749061.1399999999,0.0,2.743028200313143
1,CASH_OUT,85423.63,C460741164,0.0,0.0,C1590550415,5776776.41,19200000.0,0,0.0,-13423223.59,0.0,3.3236529575151006
1,CASH_OUT,11648.5,C781091365,0.0,0.0,C985934102,260976.0,971418.91,0,0.0,-710442.91,0.0,3.7222538087792088
1,PAYMENT,6165.58,C1858015030,20925.0,14759.42,M25764044,0.0,0.0,0,6165.58,0.0,0.7053486260450631,0.0
1,PAYMENT,3705.83,C671596011,41903.46,38197.63,M1925352804,0.0,0.0,0,3705.8300000000017,0.0,0.911562672867369,0.0
1,CASH_OUT,419801.4,C1687354037,38197.63,0.0,C33524623,499962.0,1517262.16,0,38197.63,-1017300.1599999999,0.0,3.0347549613770037
1,CASH_OUT,335416.51,C743778731,144478.0,0.0,C575335780,295.0,52415.15,0,144478.0,-52120.15,0.0,177.6784745702482
1,PAYMENT,3372.29,C967323951,41398.0,38025.71,M1600594643,0.0,0.0,0,3372.290000000001,0.0,0.9185397845304318,0.0
1,PAYMENT,661.43,C743648472,14078.0,13416.57,M692998280,0.0,0.0,0,661.4300000000003,0.0,0.9530167637441731,0.0
1,DEBIT,864.68,C1368862151,69836.0,68971.32,C20671747,12040.0,43691.09,0,864.679999999993,-31651.089999999997,0.987618420298845,3.6288280730866864
1,PAYMENT,1203.44,C922807452,29941.0,28737.56,M33563464,0.0,0.0,0,1203.4399999999987,0.0,0.95980628569488,0.0
1,TRANSFER,330757.04,C1494346128,103657.0,0.0,C564160838,79676.0,1254956.07,0,103657.0,-1175280.07,0.0,15.75074137757722
1,PAYMENT,1915.43,C822087264,11450.0,9534.57,M30699728,0.0,0.0,0,1915.4300000000003,0.0,0.8327135371171765,0.0
1,PAYMENT,8.73,C38603201,81313.0,81304.27,M1422273905,0.0,0.0,0,8.729999999995925,0.0,0.9998926370935768,0.0
1,DEBIT,3058.8,C1694784135,18138.0,15079.2,C801197928,11054.0,8917.54,0,3058.7999999999993,2136.459999999999,0.8313595765790984,0.8067251673595018
1,PAYMENT,5154.97,C1207231495,9476.0,4321.03,M756936249,0.0,0.0,0,5154.97,0.0,0.4559972562257745,0.0
1,PAYMENT,5213.25,C1221981006,36380.0,31166.75,M264394929,0.0,0.0,0,5213.25,0.0,0.8567001099502869,0.0
1,PAYMENT,5392.75,C1878413714,50757.0,45364.25,M769132147,0.0,0.0,0,5392.75,0.0,0.8937535709358525,0.0
1,PAYMENT,25.12,C1257299717,61663.0,61637.88,M1474957626,0.0,0.0,0,25.12000000000262,0.0,0.9995926244261552,0.0
1,PAYMENT,17150.89,C181252244,61637.88,44486.99,M1733022752,0.0,0.0,0,17150.89,0.0,0.7217475682160513,0.0
1,TRANSFER,679502.24,C722417467,290.0,0.0,C451111351,171866.0,3940085.21,0,290.0,-3768219.21,0.0,22.925332584686736
1,TRANSFER,177652.91,C753631393,23720.0,0.0,C716157500,55.0,4894.45,0,23720.0,-4839.45,0.0,88.98999998382
1,PAYMENT,5443.26,C1262869688,236997.0,231553.74,M1914108708,0.0,0.0,0,5443.260000000009,0.0,0.9770323674982815,0.0
1,PAYMENT,244.87,C544386226,257978.49,257733.62,M1357700757,0.0,0.0,0,244.86999999999534,0.0,0.9990508123370674,0.0
1,PAYMENT,8281.57,C900298796,257733.62,249452.05,M1889757798,0.0,0.0,0,8281.570000000007,0.0,0.9678677155118153,0.0
1,PAYMENT,1175.59,C1166106620,20509.0,19333.41,M1932470703,0.0,0.0,0,1175.5900000000001,0.0,0.9426793115213112,0.0
1,PAYMENT,1097.74,C221861886,24866.0,23768.26,M1713568869,0.0,0.0,0,1097.7400000000016,0.0,0.9558537762402654,0.0
1,TRANSFER,184986.8,C697508322,39588.0,0.0,C1688019098,52340.0,97263.78,0,39588.0,-44923.78,0.0,1.8583068398926523
1,PAYMENT,1718.29,C603658030,117811.0,116092.71,M1689924104,0.0,0.0,0,1718.2899999999936,0.0,0.9854148593933517,0.0
1,PAYMENT,3671.32,C361380654,100094.0,96422.68,M631673932,0.0,0.0,0,3671.320000000007,0.0,0.9633212779985849,0.0
1,DEBIT,3580.26,C1579132337,2565.0,0.0,C1321640594,21185.0,18910.85,0,2565.0,2274.1500000000015,0.0,0.8926528203913652
1,PAYMENT,8550.9,C1795225096,40060.0,31509.1,M790094605,0.0,0.0,0,8550.900000000001,0.0,0.7865476784820803,0.0
1,PAYMENT,9753.55,C1048712791,60829.0,51075.45,M487792155,0.0,0.0,0,9753.550000000003,0.0,0.8396562494861267,0.0
1,PAYMENT,3026.98,C1909398279,31139.0,28112.02,M1632670136,0.0,0.0,0,3026.9799999999996,0.0,0.9027913548922885,0.0
1,CASH_OUT,467177.03,C1338905451,28112.02,0.0,C1170794006,975121.0,22190.99,0,28112.02,952930.01,0.0,0.022757165520996648
1,DEBIT,3875.99,C1252540239,259138.0,255262.01,C1509514333,608925.82,2415.16,0,3875.9899999999907,606510.6599999999,0.9850427571409448,0.003966263082751131
1,PAYMENT,2148.89,C1136005694,31213.0,29064.11,M638486177,0.0,0.0,0,2148.8899999999994,0.0,0.9311540063432124,0.0
1,PAYMENT,466.97,C426019904,80030.0,79563.03,M314411620,0.0,0.0,0,466.97000000000116,0.0,0.9941650631012128,0.0
1,CASH_OUT,154139.72,C1642679791,79563.03,0.0,C564160838,410433.04,1254956.07,0,79563.03,-844523.03,0.0,3.057639000018053
1,CASH_OUT,82685.93,C855700733,0.0,0.0,C392292416,833216.44,3420103.09,0,0.0,-2586886.65,0.0,4.104699482405747
1,CASH_OUT,83857.23,C247162961,0.0,0.0,C1297685781,215457.59,16997.22,0,0.0,198460.37,0.0,0.07888893586899962
1,CASH_OUT,99109.77,C1890266440,0.0,0.0,C1297685781,299314.82,16997.22,0,0.0,282317.6,0.0,0.05678709794590001
1,CASH_OUT,187726.67,C1527152775,0.0,0.0,C747464370,190573.0,1567434.81,0,0.0,-1376861.81,0.0,8.224852471231065
1,CASH_OUT,281339.92,C1863655430,0.0,0.0,C1509514333,612801.81,2415.16,0,0.0,610386.65,0.0,0.003941176348679454
1,CASH_OUT,186447.51,C976827477,0.0,0.0,C1590550415,5862200.03,19200000.0,0,0.0,-13337799.969999999,0.0,3.2752208900657327
1,CASH_OUT,81029.86,C324112183,0.0,0.0,C288665596,105343.0,8496.61,0,0.0,96846.39,0.0,0.0806566169560312
1,CASH_OUT,139054.95,C2092709730,0.0,0.0,C1749186397,182538.03,277515.05,0,0.0,-94977.01999999999,0.0,1.5203136025954962
1,CASH_OUT,154716.2,C980364771,0.0,0.0,C453211571,187433.0,3461666.05,0,0.0,-3274233.05,0.0,18.468818457794598
1,CASH_OUT,53631.83,C1233595751,0.0,0.0,C757108857,83244.0,0.0,0,0.0,83244.0,0.0,0.0
1,CASH_OUT,289645.52,C1446001495,0.0,0.0,C1023714065,871442.79,1412484.09,0,0.0,-541041.3,0.0,1.6208569354277218
1,CASH_OUT,267148.82,C1261044180,0.0,0.0,C401424608,641975.35,1178808.14,0,0.0,-536832.7899999999,0.0,1.8362202536280896
1,CASH_OUT,47913.58,C141110631,0.0,0.0,C240650537,51304.0,0.0,0,0.0,51304.0,0.0,0.0
1,CASH_OUT,193605.38,C2029372696,0.0,0.0,C1971489295,249452.05,0.0,0,0.0,249452.05,0.0,0.0
1,CASH_OUT,344464.4,C793293778,0.0,0.0,C766572210,1133312.56,0.0,0,0.0,1133312.56,0.0,0.0
1,CASH_OUT,169409.87,C888611662,0.0,0.0,C401424608,909124.16,1178808.14,0,0.0,-269683.97999999986,0.0,1.296641528039456
1,CASH_OUT,25793.74,C1966355106,0.0,0.0,C476800120,215312.31,49864.36,0,0.0,165447.95,0.0,0.23159084587405931
1,CASH_OUT,114712.48,C599782425,0.0,0.0,C1209271652,145400.0,0.0,0,0.0,145400.0,0.0,0.0
1,CASH_OUT,89038.75,C1233327519,0.0,0.0,C2083562754,189808.0,1186556.81,0,0.0,-996748.81,0.0,6.251352998819531
1,CASH_OUT,1341.58,C1155769010,0.0,0.0,C557041912,80341.0,557537.26,0,0.0,-477196.26,0.0,6.939635553452542
1,CASH_OUT,44443.08,C269892014,0.0,0.0,C1590550415,6048647.54,19200000.0,0,0.0,-13151352.46,0.0,3.174263316390885
1,CASH_OUT,34729.64,C1280641161,0.0,0.0,C1435804085,44853.0,96.88,0,0.0,44756.12,0.0,0.0021599447082687536
1,CASH_OUT,105979.34,C489411441,0.0,0.0,C736709391,435962.9,46820.71,0,0.0,389142.19,0.0,0.10739608806161928
1,CASH_OUT,57794.61,C1141113940,0.0,0.0,C240650537,99217.58,0.0,0,0.0,99217.58,0.0,0.0
1,CASH_OUT,15918.79,C1711185459,0.0,0.0,C1854778591,24553.0,0.0,0,0.0,24553.0,0.0,0.0
1,CASH_OUT,19162.08,C25936709,0.0,0.0,C885951223,60169.0,215851.28,0,0.0,-155682.28,0.0,3.58741677608011
1,CASH_OUT,220691.42,C1123559518,0.0,0.0,C1590550415,6093090.62,19200000.0,0,0.0,-13106909.379999999,0.0,3.151110199637892
1,CASH_OUT,9536.54,C649769713,0.0,0.0,C1060830840,49161.0,130747.56,0,0.0,-81586.56,0.0,2.659578934520726
1,CASH_OUT,29784.06,C925150995,0.0,0.0,C920011586,63553.0,0.0,0,0.0,63553.0,0.0,0.0
1,CASH_OUT,190445.51,C1760219993,0.0,0.0,C1360767589,203679.0,2107965.39,0,0.0,-1904286.3900000001,0.0,10.349448838613194
1,CASH_OUT,57279.11,C1800649922,0.0,0.0,C824009085,127206.9,64106.18,0,0.0,63100.719999999994,0.0,0.5039520654932631
1,CASH_OUT,112086.81,C403547747,0.0,0.0,C1531333864,292728.0,55974.56,0,0.0,236753.44,0.0,0.19121696592057502
1,CASH_OUT,80311.89,C172215878,0.0,0.0,C434091818,87408.0,63112.23,0,0.0,24295.769999999997,0.0,0.7220418039537889
1,CASH_OUT,151829.91,C873309260,0.0,0.0,C1023714065,1161088.31,1412484.09,0,0.0,-251395.78000000003,0.0,1.2165173637825946
1,CASH_OUT,26004.52,C1112456099,0.0,0.0,C1225616405,52251.58,0.0,0,0.0,52251.58,0.0,0.0
1,CASH_OUT,3146.16,C923083575,0.0,0.0,C1504109395,9471.0,593737.38,0,0.0,-584266.38,0.0,62.69004117826766
1,CASH_OUT,296752.75,C589363823,0.0,0.0,C1531333864,404814.81,55974.56,0,0.0,348840.25,0.0,0.1382720162831953
1,CASH_OUT,191702.06,C2052457859,0.0,0.0,C985934102,272624.5,971418.91,0,0.0,-698794.41,0.0,3.5632120737496606
1,CASH_OUT,365510.05,C1299327689,0.0,0.0,C564160838,564572.76,1254956.07,0,0.0,-690383.31,0.0,2.2228420478522164
1,CASH_OUT,202332.08,C1408279755,0.0,0.0,C453211571,342149.2,3461666.05,0,0.0,-3119516.8499999996,0.0,10.117416758536622
